,iapb_none,iapb_1.99,iapb_0.99,iapb_19.49,iapb_199.99,iapb_48.99
4174,,1.0,1.0,1.0,,
4175,1.0,,,,,
4176,,,1.0,,,
4177,,,1.0,,,
4178,,1.0,1.0,1.0,,1.0
4179,,,1.0,1.0,,
4181,1.0,,,,,
4182,,1.0,,,,
4183,,,1.0,1.0,,
4190,,1.0,,,,
4191,,,,1.0,,
4192,,,1.0,,,
4195,1.0,,,,,
4198,,,1.0,,,
4199,,1.0,1.0,,,
4200,,1.0,1.0,1.0,,
4204,1.0,,,,,
4205,,1.0,1.0,,,
4209,1.0,,,,,
4211,,1.0,,1.0,,
4212,1.0,,,,,
4213,1.0,,,,,
4215,1.0,,,,,
4216,,1.0,,1.0,1.0,1.0
4219,,,,1.0,,
4220,,,,1.0,1.0,1.0
4221,1.0,,,,,
4222,1.0,,,,,
4223,1.0,,,,,
4226,1.0,,,,,
4227,1.0,,,,,
4230,1.0,,,,,
4232,,,1.0,,,
4234,,,,1.0,1.0,1.0
4236,,1.0,,1.0,1.0,1.0
4237,1.0,,,,,
4245,1.0,,,,,
4246,,,,1.0,,
4251,1.0,,,,,
4256,,,1.0,1.0,,
4257,,,1.0,1.0,1.0,1.0
4259,,1.0,1.0,1.0,1.0,1.0
4260,,,1.0,1.0,1.0,1.0
4261,,,,1.0,,
4262,1.0,,,,,
4265,,,1.0,1.0,,
4266,1.0,,,,,
4269,,,1.0,,,
4270,,,,1.0,,
4271,,1.0,1.0,1.0,1.0,1.0
4273,1.0,,,,,
4276,,1.0,,1.0,1.0,1.0
4278,,1.0,1.0,1.0,,
4279,,,,1.0,,
4281,,1.0,1.0,1.0,,
4282,,1.0,1.0,1.0,,
4284,,,1.0,1.0,,
4286,1.0,,,,,
4287,1.0,,,,,
4288,1.0,,,,,
4289,1.0,,,,,
4290,,1.0,1.0,,,
4291,,,,1.0,,
4292,,,1.0,,,
4293,,,1.0,,,
4294,,1.0,,1.0,,
4295,,1.0,,1.0,,
4297,1.0,,,,,
4298,1.0,,,,,
4299,,1.0,1.0,1.0,,
4304,,1.0,,,,
4305,,,1.0,1.0,,1.0
4306,1.0,,,,,
4309,,,,1.0,,
4312,,,1.0,,,
4314,1.0,,,,,
4315,1.0,,,,,
4316,,,,1.0,1.0,1.0
4318,,,1.0,,,
4321,,1.0,1.0,1.0,,1.0
4322,,1.0,,1.0,1.0,1.0
4323,,1.0,,,,
4324,,1.0,,,,
4327,,1.0,1.0,1.0,,
4328,,,1.0,1.0,,1.0
4330,,,1.0,,,
4331,,,1.0,1.0,,
4333,,1.0,1.0,1.0,,
4337,,1.0,,1.0,,1.0
4338,,1.0,,1.0,,1.0
4342,,,1.0,1.0,1.0,1.0
4347,1.0,,,,,
4348,1.0,,,,,
4349,1.0,,,,,
4351,,,,1.0,,
4358,1.0,,,,,
4369,1.0,,,,,
4370,,1.0,1.0,1.0,1.0,1.0
4371,1.0,,,,,
4372,,1.0,,,,
4375,,,,1.0,,
4391,,,,1.0,,
4395,,,1.0,1.0,,
4396,1.0,,,,,
4397,,1.0,1.0,1.0,,
4398,1.0,,,,,
4403,1.0,,,,,
4407,1.0,,,,,
4411,1.0,,,,,
4413,,,,1.0,,1.0
4414,,1.0,,1.0,,
4415,,,1.0,,,
4416,,,,1.0,,1.0
4417,1.0,,,,,
4420,,,1.0,1.0,,1.0
4423,1.0,,,,,
4425,1.0,,,,,
4426,,,,1.0,,
4428,1.0,,,,,
4429,1.0,,,,,
4430,1.0,,,,,
4431,1.0,,,,,
4432,1.0,,,,,
4433,,1.0,1.0,1.0,,
4436,1.0,,,,,
4440,,1.0,,,,
4443,,,1.0,1.0,,
4447,1.0,,,,,
4448,1.0,,,,,
4450,,,,1.0,,
4452,,,1.0,1.0,,1.0
4460,,,,1.0,,
4463,,,1.0,1.0,1.0,1.0
4465,1.0,,,,,
4469,1.0,,,,,
4471,,1.0,,1.0,,
4472,,1.0,,1.0,1.0,1.0
4473,1.0,,,,,
4476,,,,1.0,,1.0
4477,,1.0,1.0,1.0,,
4478,1.0,,,,,
4482,,1.0,,,,
4483,,,1.0,,,
4489,,1.0,1.0,1.0,,1.0
4490,,,,1.0,1.0,1.0
4492,,1.0,,,,
4493,,1.0,1.0,1.0,,
4494,1.0,,,,,
4498,1.0,,,,,
4501,,,1.0,1.0,,
4502,1.0,,,,,
4503,1.0,,,,,
4504,,1.0,,1.0,,1.0
4506,1.0,,,,,
4507,1.0,,,,,
4511,,,,1.0,,
4512,1.0,,,,,
4513,,,1.0,1.0,,
4514,1.0,,,,,
4515,,,,1.0,,
4517,,,1.0,,,
4519,,,1.0,1.0,1.0,1.0
4521,1.0,,,,,
4523,1.0,,,,,
4526,,,1.0,1.0,,
4528,,1.0,1.0,1.0,1.0,1.0
4529,,,1.0,1.0,1.0,1.0
4531,1.0,,,,,
4533,1.0,,,,,
4537,1.0,,,,,
4540,1.0,,,,,
4541,,,,1.0,,
4544,,1.0,,,,
4547,,,,1.0,,1.0
4548,,,,1.0,,
4550,,,1.0,1.0,,1.0
4551,,,1.0,1.0,,
4552,1.0,,,,,
4553,,,1.0,1.0,1.0,1.0
4555,1.0,,,,,
4556,,,1.0,,,
4557,1.0,,,,,
4560,1.0,,,,,
4563,,,,1.0,,
4569,1.0,,,,,
4570,1.0,,,,,
4571,1.0,,,,,
4572,,1.0,1.0,1.0,,
4573,1.0,,,,,
4576,,,1.0,1.0,,
4578,1.0,,,,,
4579,,,,1.0,,1.0
4581,1.0,,,,,
4583,,1.0,,,,
4585,,1.0,,,,
4589,1.0,,,,,
4590,1.0,,,,,
4598,,1.0,1.0,1.0,1.0,1.0
4599,,,,1.0,1.0,1.0
4600,1.0,,,,,
4601,,,1.0,1.0,1.0,1.0
4602,1.0,,,,,
4604,1.0,,,,,
4608,1.0,,,,,
4609,,,,1.0,,
4610,,,1.0,,,
4611,1.0,,,,,
4612,,,,1.0,,
4613,,,,1.0,,
4614,1.0,,,,,
4616,,,1.0,,,
4618,,,1.0,1.0,,
4620,,1.0,,1.0,,
4622,1.0,,,,,
4623,,1.0,1.0,,,
4625,,,1.0,,,
4627,1.0,,,,,
4628,,1.0,1.0,1.0,,1.0
4632,1.0,,,,,
4634,,1.0,1.0,1.0,,
4635,1.0,,,,,
4639,,1.0,1.0,1.0,,
4640,,1.0,1.0,1.0,,
4643,,1.0,,,,
4646,1.0,,,,,
4647,,,1.0,,,
4649,1.0,,,,,
4650,1.0,,,,,
4651,,,1.0,1.0,,
4652,,1.0,,1.0,,1.0
4653,,,,1.0,,
4655,1.0,,,,,
4656,,,,1.0,,
4662,,,1.0,,,
4665,1.0,,,,,
4666,,1.0,1.0,1.0,,1.0
4669,1.0,,,,,
4670,,1.0,,1.0,1.0,1.0
4674,,,,1.0,,
4675,,,,1.0,,
4676,,1.0,1.0,1.0,,
4678,,1.0,1.0,1.0,1.0,1.0
4679,1.0,,,,,
4680,,,1.0,1.0,,1.0
4681,,1.0,1.0,1.0,,
4683,,,,1.0,,
4684,,1.0,1.0,1.0,,
4685,1.0,,,,,
4686,,1.0,,1.0,1.0,1.0
4690,,,1.0,1.0,1.0,1.0
4692,,,1.0,1.0,,
4695,,1.0,1.0,1.0,1.0,1.0
4696,,1.0,1.0,1.0,,
4697,,,,1.0,,
4699,,1.0,1.0,,,
4700,,,,1.0,,1.0
4701,1.0,,,,,
4702,1.0,,,,,
4703,,1.0,,,,
4705,1.0,,,,,
4709,,,,1.0,,
4710,,,,1.0,,
4714,,,,1.0,,
4715,1.0,,,,,
4717,,1.0,,1.0,,
4719,,1.0,1.0,1.0,,
4721,,,,1.0,1.0,1.0
4724,1.0,,,,,
4726,1.0,,,,,
4727,,,,1.0,,
4730,,,,1.0,1.0,1.0
4731,1.0,,,,,
4732,1.0,,,,,
4734,,,1.0,1.0,1.0,1.0
4735,,1.0,1.0,1.0,,
4740,1.0,,,,,
4741,,1.0,1.0,,,
4748,,1.0,1.0,1.0,,1.0
4749,,,,1.0,,
4750,1.0,,,,,
4753,,,,1.0,1.0,1.0
4756,,,1.0,1.0,,
4758,,,,1.0,1.0,1.0
4761,,1.0,,1.0,1.0,1.0
4767,1.0,,,,,
4768,,1.0,1.0,1.0,,
4773,1.0,,,,,
4775,1.0,,,,,
4778,1.0,,,,,
4780,,1.0,1.0,1.0,,1.0
4781,1.0,,,,,
4782,,,1.0,1.0,1.0,1.0
4784,,,1.0,,,
4785,,1.0,,1.0,,1.0
4787,,,1.0,,,
4790,,,,1.0,,
4794,1.0,,,,,
4797,,1.0,1.0,1.0,,1.0
4798,1.0,,,,,
4799,1.0,,,,,
4800,,1.0,1.0,,,
4802,,1.0,,1.0,1.0,1.0
4804,1.0,,,,,
4807,,,,1.0,,1.0
4810,,1.0,1.0,1.0,,1.0
4812,1.0,,,,,
4814,1.0,,,,,
4815,1.0,,,,,
4817,1.0,,,,,
4819,,1.0,,1.0,,
4820,1.0,,,,,
4824,,,,1.0,,1.0
4825,,,,1.0,,
4829,,1.0,1.0,1.0,,
4834,,,1.0,,,
4835,,1.0,,1.0,,1.0
4837,,,1.0,1.0,,1.0
4838,,1.0,1.0,1.0,1.0,1.0
4839,1.0,,,,,
4842,,1.0,,1.0,,1.0
4843,,,,1.0,,
4848,1.0,,,,,
4849,,,1.0,,,
4850,,,1.0,,,
4855,1.0,,,,,
4857,,,1.0,1.0,,
4858,1.0,,,,,
4862,,1.0,1.0,1.0,,
4867,,,1.0,,,
4868,1.0,,,,,
4869,1.0,,,,,
4872,,,,1.0,1.0,1.0
4875,,,,1.0,1.0,1.0
4877,,,1.0,,,
4879,,,1.0,1.0,,1.0
4880,,1.0,,,,
4881,1.0,,,,,
4882,1.0,,,,,
4884,1.0,,,,,
4885,,,,1.0,,
4886,,1.0,,1.0,,
4890,1.0,,,,,
4891,,,,1.0,,
4893,,1.0,,,,
4895,,,1.0,1.0,1.0,
4896,,,,1.0,,
4900,,,1.0,,,
4904,,1.0,1.0,1.0,,
4906,,,,1.0,,
4907,,,,1.0,,
4908,,,,1.0,,
4909,1.0,,,,,
4913,1.0,,,,,
4914,,,,1.0,,
4915,,,,1.0,,1.0
4917,,,1.0,,,
4923,,1.0,1.0,,,
4924,1.0,,,,,
4927,,,,1.0,,
4928,1.0,,,,,
4930,,,,1.0,,1.0
4931,,,,1.0,,
4932,,,,1.0,1.0,1.0
4933,,1.0,1.0,1.0,,1.0
4934,,1.0,1.0,1.0,,1.0
4937,,1.0,1.0,,,
4944,,1.0,1.0,,,
4945,,1.0,1.0,1.0,,
4947,1.0,,,,,
4950,1.0,,,,,
4956,1.0,,,,,
4962,1.0,,,,,
4963,1.0,,,,,
4964,1.0,,,,,
4965,1.0,,,,,
4970,,1.0,1.0,1.0,,
4972,,1.0,1.0,1.0,1.0,1.0
4973,,1.0,1.0,1.0,,
4974,1.0,,,,,
4976,,,,1.0,,
4979,,1.0,,1.0,,
4981,,,,1.0,1.0,1.0
4984,1.0,,,,,
4986,1.0,,,,,
4987,,,,1.0,,
4989,,1.0,,,,1.0
4995,1.0,,,,,
5000,1.0,,,,,
5001,1.0,,,,,
5002,,,,1.0,1.0,1.0
5005,,1.0,1.0,1.0,,
5007,1.0,,,,,
5008,1.0,,,,,
5014,,,1.0,,,
5017,,1.0,,1.0,,
5020,1.0,,,,,
5021,1.0,,,,,
5023,,1.0,1.0,1.0,,
5024,,1.0,1.0,1.0,,
5025,1.0,,,,,
5026,1.0,,,,,
5028,1.0,,,,,
5032,,,1.0,1.0,1.0,1.0
5037,,1.0,,1.0,1.0,1.0
5040,,,1.0,1.0,,1.0
5041,1.0,,,,,
5042,1.0,,,,,
5043,,1.0,1.0,1.0,,
5047,,1.0,,1.0,,1.0
5050,,1.0,,,,
5051,1.0,,,,,
5052,1.0,,,,,
5054,,1.0,1.0,1.0,,1.0
5056,,,,1.0,,
5057,,1.0,1.0,1.0,1.0,1.0
5058,,,,1.0,,1.0
5059,,,,1.0,,1.0
5060,,,,1.0,1.0,1.0
5062,1.0,,,,,
5066,,1.0,1.0,1.0,,
5069,1.0,,,,,
5073,,1.0,1.0,1.0,,
5074,,,1.0,1.0,1.0,1.0
5075,1.0,,,,,
5076,,,1.0,,,
5078,,,,1.0,,
5079,,1.0,1.0,1.0,,1.0
5080,,,,1.0,1.0,1.0
5081,1.0,,,,,
5083,,1.0,,1.0,1.0,1.0
5084,,,,1.0,,1.0
5086,1.0,,,,,
5089,,1.0,,,,
5090,1.0,,,,,
5092,1.0,,,,,
5096,,,,1.0,,
5099,,,,1.0,,
5102,,1.0,,1.0,1.0,1.0
5107,,,1.0,,,
5111,1.0,,,,,
5113,1.0,,,,,
5118,,1.0,1.0,1.0,1.0,1.0
5119,,1.0,,1.0,,
5122,,,1.0,,,
5123,,,1.0,,,
5124,,1.0,1.0,1.0,1.0,1.0
5126,,1.0,1.0,1.0,,
5128,,,1.0,,,
5129,,,1.0,1.0,,1.0
5130,,,1.0,1.0,,
5131,,1.0,1.0,,,
5137,,,1.0,1.0,1.0,1.0
5138,,,1.0,1.0,,1.0
5139,1.0,,,,,
5140,,,,1.0,,
5143,,1.0,1.0,1.0,1.0,
5148,1.0,,,,,
5149,1.0,,,,,
5150,1.0,,,,,
5151,1.0,,,,,
5153,,,1.0,,,
5157,1.0,,,,,
5160,1.0,,,,,
5164,1.0,,,,,
5165,,,1.0,1.0,,
5166,,,,1.0,,
5169,1.0,,,,,
5171,,1.0,,1.0,,1.0
5173,,1.0,,1.0,1.0,1.0
5174,1.0,,,,,
5176,1.0,,,,,
5177,1.0,,,,,
5185,1.0,,,,,
5188,,,,1.0,,1.0
5190,1.0,,,,,
5192,,,1.0,,,
5194,1.0,,,,,
5195,1.0,,,,,
5196,,,1.0,1.0,,1.0
5197,,,1.0,1.0,,
5198,1.0,,,,,
5199,,,1.0,,,
5200,,1.0,1.0,1.0,,
5201,,1.0,,1.0,,1.0
5202,,,1.0,,,
5203,1.0,,,,,
5204,,,1.0,1.0,,1.0
5205,,1.0,1.0,1.0,,1.0
5209,1.0,,,,,
5211,,,,1.0,,
5213,,,,1.0,,
5214,,1.0,,1.0,,
5215,,1.0,1.0,1.0,1.0,1.0
5216,,1.0,,1.0,,
5221,,,1.0,1.0,,
5222,1.0,,,,,
5225,,,,1.0,,
5234,,,,1.0,,
5240,1.0,,,,,
5242,,,,1.0,1.0,1.0
5243,1.0,,,,,
5244,,1.0,1.0,1.0,,
5245,1.0,,,,,
5246,1.0,,,,,
5248,1.0,,,,,
5252,,,1.0,1.0,1.0,1.0
5253,,1.0,,1.0,,
5255,1.0,,,,,
5258,,1.0,,1.0,,
5259,,1.0,1.0,1.0,1.0,1.0
5266,,1.0,1.0,1.0,,
5269,,,,1.0,,1.0
5273,,1.0,1.0,1.0,,1.0
5278,1.0,,,,,
5283,,,1.0,1.0,,
5284,1.0,,,,,
5286,,,1.0,,,
5288,,,,1.0,1.0,1.0
5289,,,1.0,,,
5290,,,1.0,1.0,,
5291,,1.0,,,,
5294,,1.0,,1.0,,1.0
5297,,1.0,,,,
5298,1.0,,,,,
5300,,,1.0,1.0,1.0,1.0
5302,1.0,,,,,
5310,,,1.0,,,
5312,,1.0,,,,
5313,,,,1.0,,
5315,,,,1.0,1.0,1.0
5316,,,1.0,1.0,1.0,1.0
5318,,1.0,,1.0,1.0,1.0
5319,,,,1.0,,
5320,,,1.0,1.0,,
5323,,,,1.0,1.0,1.0
5324,1.0,,,,,
5331,,,,1.0,1.0,1.0
5332,,,1.0,,,
5334,,1.0,,1.0,,
5335,1.0,,,,,
5336,,1.0,1.0,1.0,,
5337,,1.0,1.0,1.0,,1.0
5340,,,1.0,1.0,1.0,1.0
5341,,,1.0,,,
5342,1.0,,,,,
5343,1.0,,,,,
5346,1.0,,,,,
5347,,1.0,,1.0,,
5349,,,,1.0,1.0,
5350,,1.0,1.0,1.0,,1.0
5352,,1.0,,1.0,,1.0
5354,,,1.0,1.0,,1.0
5355,,1.0,1.0,,,
5356,,1.0,1.0,1.0,,
5358,,,,1.0,,
5362,,1.0,1.0,,,
5365,,1.0,1.0,1.0,,
5369,1.0,,,,,
5370,,,1.0,,,
5376,,1.0,1.0,1.0,1.0,1.0
5377,1.0,,,,,
5378,,,1.0,1.0,1.0,1.0
5379,1.0,,,,,
5382,1.0,,,,,
5383,,1.0,1.0,1.0,,
5387,1.0,,,,,
5388,1.0,,,,,
5390,,1.0,1.0,,,
5392,,1.0,1.0,1.0,,1.0
5393,1.0,,,,,
5394,,,1.0,,,
5397,,,1.0,,,
5403,,,1.0,1.0,1.0,1.0
5404,1.0,,,,,
5407,,,,1.0,,1.0
5411,1.0,,,,,
5418,1.0,,,,,
5419,,,1.0,1.0,,
5421,1.0,,,,,
5432,,1.0,1.0,1.0,,
5436,1.0,,,,,
5437,,1.0,1.0,1.0,,
5442,,,1.0,1.0,,1.0
5444,,1.0,1.0,,,
5447,,1.0,1.0,1.0,,
5449,,,1.0,1.0,,
5450,1.0,,,,,
5451,1.0,,,,,
5452,1.0,,,,,
5456,,,,,,1.0
5458,,,1.0,,,
5459,,,1.0,1.0,,
5461,1.0,,,,,
5464,,,,1.0,,
5475,1.0,,,,,
5477,,1.0,1.0,1.0,,1.0
5478,,,1.0,,,
5480,,1.0,1.0,,,
5484,1.0,,,,,
5486,1.0,,,,,
5491,,,1.0,1.0,,1.0
5493,,1.0,1.0,1.0,,1.0
5494,,,1.0,1.0,,
5496,,1.0,,,,
5497,,,1.0,,,
5499,,,1.0,1.0,1.0,1.0
5500,,,,1.0,,
5501,,,1.0,1.0,,
5504,1.0,,,,,
5505,1.0,,,,,
5506,,,1.0,,,
5511,1.0,,,,,
5512,1.0,,,,,
5513,,,1.0,,,
5514,1.0,,,,,
5515,,,1.0,,,
5521,1.0,,,,,
5522,,,1.0,1.0,,
5526,,1.0,,1.0,1.0,1.0
5527,,1.0,,,,
5528,,,,1.0,1.0,1.0
5529,1.0,,,,,
5531,1.0,,,,,
5533,,1.0,,1.0,,
5538,1.0,,,,,
5539,1.0,,,,,
5540,1.0,,,,,
5547,,,1.0,1.0,1.0,1.0
5550,,,,1.0,,
5554,,,1.0,,,
5561,1.0,,,,,
5563,,1.0,,1.0,1.0,1.0
5564,,1.0,1.0,1.0,,1.0
5568,1.0,,,,,
5570,,,,1.0,,1.0
5572,1.0,,,,,
5575,1.0,,,,,
5576,,1.0,,1.0,,
5579,,1.0,,1.0,1.0,1.0
5580,,1.0,1.0,1.0,,
5581,,1.0,1.0,1.0,,1.0
5582,1.0,,,,,
5589,1.0,,,,,
5590,1.0,,,,,
5591,1.0,,,,,
5594,,1.0,1.0,1.0,,1.0
5596,,,1.0,,,
5597,1.0,,,,,
5598,1.0,,,,,
5599,,1.0,1.0,1.0,,
5600,,,1.0,1.0,,1.0
5601,,,,1.0,1.0,1.0
5602,,,1.0,,,
5603,1.0,,,,,
5604,,,1.0,1.0,1.0,1.0
5606,,1.0,1.0,1.0,,
5607,1.0,,,,,
5608,1.0,,,,,
5611,1.0,,,,,
5612,,1.0,1.0,1.0,,
5614,,1.0,,,,
5615,1.0,,,,,
5617,1.0,,,,,
5618,1.0,,,,,
5619,,,,1.0,1.0,1.0
5621,,,1.0,,,
5625,,,,1.0,1.0,1.0
5630,1.0,,,,,
5631,,1.0,,1.0,1.0,1.0
5634,1.0,,,,,
5635,,1.0,1.0,1.0,,1.0
5636,,,1.0,1.0,,
5637,,,1.0,1.0,1.0,1.0
5639,1.0,,,,,
5640,,1.0,,1.0,1.0,
5641,,1.0,1.0,1.0,,
5643,1.0,,,,,
5645,1.0,,,,,
5648,1.0,,,,,
5654,,,,1.0,1.0,1.0
5656,1.0,,,,,
5657,,1.0,,1.0,,1.0
5658,1.0,,,,,
5659,1.0,,,,,
5664,1.0,,,,,
5665,1.0,,,,,
5670,,,1.0,1.0,,
5674,,1.0,1.0,1.0,,1.0
5676,1.0,,,,,
5679,,1.0,1.0,1.0,1.0,1.0
5682,1.0,,,,,
5683,1.0,,,,,
5684,1.0,,,,,
5685,1.0,,,,,
5690,1.0,,,,,
5691,1.0,,,,,
5695,1.0,,,,,
5696,,1.0,,1.0,,
5699,,,,1.0,,
5700,1.0,,,,,
5701,1.0,,,,,
5709,,,,1.0,,
5710,,,,1.0,,1.0
5711,,,,1.0,,
5712,,,,1.0,,
5716,1.0,,,,,
5717,,,1.0,1.0,,
5718,,1.0,,1.0,1.0,1.0
5719,1.0,,,,,
5720,,1.0,1.0,1.0,,
5722,,,1.0,,,
5724,1.0,,,,,
5726,,1.0,,1.0,1.0,1.0
5728,,1.0,1.0,1.0,,
5729,,1.0,1.0,1.0,,1.0
5733,,,1.0,1.0,1.0,1.0
5736,,1.0,,,,
5742,,1.0,1.0,1.0,,
5743,,1.0,1.0,1.0,,1.0
5746,1.0,,,,,
5748,,,1.0,,,
5751,1.0,,,,,
5752,,,1.0,1.0,,
5754,1.0,,,,,
5758,,,1.0,,,
5761,,,,1.0,1.0,1.0
5762,,1.0,1.0,1.0,,
5763,,,1.0,1.0,1.0,1.0
5764,1.0,,,,,
5765,1.0,,,,,
5766,1.0,,,,,
5771,,,1.0,1.0,1.0,1.0
5772,,1.0,1.0,1.0,,
5773,1.0,,,,,
5774,1.0,,,,,
5777,,1.0,1.0,1.0,,1.0
5778,,,,1.0,,
5780,,,1.0,,,
5781,,1.0,1.0,1.0,,
5785,,1.0,,1.0,1.0,1.0
5789,,1.0,1.0,1.0,,1.0
5793,1.0,,,,,
5802,,1.0,1.0,,,
5806,,,1.0,1.0,,1.0
5810,,1.0,1.0,1.0,,
5811,,1.0,,1.0,,1.0
5812,1.0,,,,,
5818,1.0,,,,,
5819,1.0,,,,,
5822,,,1.0,1.0,1.0,1.0
5823,1.0,,,,,
5831,,1.0,1.0,1.0,,
5837,,1.0,1.0,1.0,,
5839,1.0,,,,,
5840,1.0,,,,,
5841,1.0,,,,,
5842,,,1.0,1.0,1.0,1.0
5843,,,1.0,,,
5848,1.0,,,,,
5849,1.0,,,,,
5850,1.0,,,,,
5851,,,1.0,1.0,1.0,1.0
5855,,,,1.0,,
5856,,1.0,,,,
5858,1.0,,,,,
5862,,1.0,1.0,1.0,,
5865,,1.0,1.0,1.0,,
5868,,1.0,1.0,1.0,,
5872,1.0,,,,,
5873,,,1.0,,,
5874,1.0,,,,,
5882,1.0,,,,,
5883,1.0,,,,,
5884,,,1.0,1.0,1.0,1.0
5885,,,1.0,1.0,,
5886,,1.0,1.0,1.0,,
5889,1.0,,,,,
5894,,1.0,1.0,,,
5899,,1.0,1.0,1.0,1.0,1.0
5901,,,,1.0,1.0,1.0
5904,1.0,,,,,
5910,1.0,,,,,
5912,1.0,,,,,
5915,,1.0,,,,
5916,1.0,,,,,
5917,1.0,,,,,
5923,1.0,,,,,
5924,,,1.0,1.0,,1.0
5927,,1.0,1.0,1.0,,
5928,,1.0,,1.0,1.0,1.0
5929,,,1.0,1.0,,
5930,,1.0,,1.0,1.0,1.0
5932,,1.0,1.0,1.0,1.0,
5934,,1.0,1.0,1.0,1.0,1.0
5936,,1.0,1.0,1.0,,
5950,,,1.0,1.0,,
5958,,1.0,1.0,1.0,,
5968,1.0,,,,,
5970,1.0,,,,,
5971,,,,1.0,1.0,1.0
5973,,,,1.0,,
5974,1.0,,,,,
5975,1.0,,,,,
5976,1.0,,,,,
5977,,,1.0,,,
5980,,1.0,,1.0,1.0,1.0
5981,,1.0,1.0,1.0,,
5982,1.0,,,,,
5987,,,1.0,1.0,,1.0
5992,1.0,,,,,
5993,1.0,,,,,
5995,,1.0,1.0,1.0,1.0,1.0
5999,1.0,,,,,
6005,,,1.0,1.0,,
6007,1.0,,,,,
6009,,,1.0,,,
6014,,1.0,,1.0,,
6016,1.0,,,,,
6017,1.0,,,,,
6018,,,,1.0,,
6019,1.0,,,,,
6022,1.0,,,,,
6028,,1.0,,1.0,,1.0
6030,,1.0,1.0,1.0,,
6031,,,,1.0,,
6032,1.0,,,,,
6033,,1.0,1.0,1.0,,
6034,,,,1.0,,
6039,,,1.0,,,
6045,,,1.0,1.0,1.0,1.0
6048,,1.0,1.0,1.0,,
6051,,,,1.0,1.0,1.0
6052,,1.0,,,,
6056,1.0,,,,,
6057,,,,1.0,,
6058,1.0,,,,,
6061,1.0,,,,,
6064,,1.0,1.0,1.0,,
6065,,1.0,,1.0,1.0,1.0
6069,1.0,,,,,
6070,,1.0,1.0,1.0,,
6072,,1.0,1.0,1.0,,
6073,,1.0,1.0,1.0,,
6076,,,1.0,1.0,1.0,1.0
6089,,,1.0,1.0,,1.0
6092,,1.0,,1.0,,
6093,,,1.0,,,
6094,,1.0,,1.0,,1.0
6096,1.0,,,,,
6100,1.0,,,,,
6103,1.0,,,,,
6104,,1.0,1.0,1.0,,1.0
6110,,,,1.0,,1.0
6111,1.0,,,,,
6112,1.0,,,,,
6113,,1.0,,1.0,,1.0
6114,1.0,,,,,
6119,,,1.0,1.0,,
6125,,1.0,,,,
6130,,1.0,,1.0,1.0,1.0
6132,1.0,,,,,
6134,,1.0,1.0,1.0,,
6135,,,1.0,1.0,,
6139,1.0,,,,,
6144,,1.0,1.0,1.0,,
6147,1.0,,,,,
6151,,1.0,,1.0,,
6152,,1.0,1.0,1.0,,
6158,1.0,,,,,
6159,,,,1.0,,
6167,,1.0,1.0,1.0,,
6169,,1.0,,,,
6171,,,1.0,1.0,,1.0
6177,,,1.0,1.0,1.0,1.0
6179,,,1.0,,,
6180,,1.0,,,,
6183,1.0,,,,,
6185,1.0,,,,,
6186,1.0,,,,,
6187,,1.0,,1.0,,
6189,,1.0,,,,
6194,,1.0,1.0,1.0,,1.0
6198,1.0,,,,,
6200,,,,1.0,,
6202,,1.0,1.0,1.0,,
6203,1.0,,,,,
6206,1.0,,,,,
6207,,,,1.0,1.0,1.0
6208,1.0,,,,,
6209,,1.0,1.0,1.0,1.0,1.0
6214,,,1.0,1.0,,1.0
6215,1.0,,,,,
6217,,,,1.0,,
6218,,1.0,,1.0,,
6220,,1.0,1.0,1.0,,1.0
6221,1.0,,,,,
6222,,1.0,1.0,1.0,,1.0
6225,1.0,,,,,
6230,,,1.0,,,
6232,,1.0,,1.0,1.0,1.0
6236,,1.0,,,,
6237,,1.0,1.0,1.0,,1.0
6239,1.0,,,,,
6241,,,,1.0,,
6242,,,,1.0,1.0,1.0
6245,,1.0,1.0,1.0,,
6247,,,1.0,1.0,1.0,1.0
6251,1.0,,,,,
6254,,,1.0,,,
6255,,,,1.0,,
6256,,,1.0,,,
6257,1.0,,,,,
6260,,,,1.0,1.0,1.0
6265,,,,1.0,,1.0
6269,,1.0,,1.0,,
6273,1.0,,,,,
6277,,1.0,1.0,1.0,,
6279,1.0,,,,,
6281,,,,1.0,,
6283,,,,1.0,,
6286,1.0,,,,,
6288,,,,1.0,,
6290,1.0,,,,,
6292,,,,1.0,,
6297,,1.0,1.0,1.0,1.0,1.0
6298,,1.0,,,,
6299,1.0,,,,,
6304,,,1.0,1.0,1.0,1.0
6305,,1.0,,,,
6308,,,1.0,,,
6314,,1.0,1.0,1.0,,
6317,,,1.0,1.0,1.0,1.0
6321,1.0,,,,,
6324,,,1.0,,,
6328,,,,1.0,1.0,1.0
6329,,1.0,1.0,1.0,,1.0
6330,,1.0,1.0,1.0,,1.0
6332,,,1.0,,,
6333,,1.0,1.0,1.0,1.0,1.0
6335,1.0,,,,,
6337,,,,1.0,1.0,1.0
6338,1.0,,,,,
6342,,,1.0,1.0,,1.0
6343,,,1.0,,,
6344,,,1.0,,,
6345,,,1.0,1.0,,
6346,1.0,,,,,
6348,,,1.0,,,
6349,,,1.0,,,
6354,,,1.0,,,
6357,,,1.0,1.0,,
6359,1.0,,,,,
6363,,1.0,1.0,1.0,,1.0
6364,1.0,,,,,
6365,,,1.0,,,
